nappi_code,name,schedule,dosage_form,pack_size,sep,dispensing_fee,is_generic,regno
716126001,Bindoclav,S4,tablet,10.0,R 268.64,R 99.11,Generic,41/20.1.2/0534
718049001,Mucatak,S2,effervescent tablet,25.0,R 133.35,R 58.02,Generic,44/10.1/0927
718050001,Mucatak 600 Effervescent Tablets,S2,effervescent tablet,10.0,R 122.36,R 54.22,Generic,44/10.1/0928
719858001,Zomabon concentrated solution for infusi,S4,infusion,5.0,R 1318.92,R 278.50,Generic,45/34/0435
719989001,Rautevene solution for injection ampoule,S3,injection,5.0,R 818.95,R 204.94,Generic,46/8.3/0849
720971001,Atana 2.5ml,S4,drops,2.0,R 262.63,R 97.46,Generic,47/15.4/0116
720983001,Glaucopress 5ml,,drops,5.0,R 228.66,R 88.11,Generic,45/15.4/1035
721293001,Brimoct 5ml,S3,drops,5.0,R 251.29,R 94.34,Generic,45/15.4/0688
721510001,Cefect powder for injection vial,S4,injection,11.0,R 340.39,R 118.85,Generic,47/20.1.1/0523
721511001,Cefect powder for injection vial,S4,injection,12.0,R 584.09,R 170.39,Generic,47/20.1.1/0524
721606001,Levette 0.15mg/0.03mg,S3,tablet,28.0,R 147.63,R 62.96,Generic,47/18.8/0525
721902001,Glaumide-co 5ml,S3,drops,5.0,R 300.29,R 107.82,Generic,46/15.4/0684
722010001,Loxoptic,S3,drops,5.0,R 285.98,R 103.88,Generic,47/15.4/0526
722712001,Co-atana 2.5ml,S4,drops,2.0,R 272.95,R 100.30,Generic,47/15.4/0528
723718001,Nazovin adult metered-dose 10ml,S1,spray,10.0,R 93.34,R 44.18,Generic,46/16.1/0311
723720001,Nazovin paediatric 10ml,S1,Nod,10.0,R 93.34,R 44.18,Generic,46/16.1/0854
723869001,Kelopt 5ml,S3,drops,5.0,R 256.14,R 95.67,Generic,47/15.4/1033
880612002,Norlevo,S2,tablet,2.0,R 115.84,R 51.96,Generic,33/21.8.2/0471
3000062001,"Medilevo 1,5 Mg",S2,tablet,1.0,R 115.84,R 51.96,Generic,44/21.8.2/0808
3001392001,Xinoct,S4,drops,5.0,R 225.49,R 87.24,Generic,47/15.1/0959
700609003,Adco Piperacillin 2G/20Ml,S4,powder,5.0,R 298.22,R 107.25,Generic,30/20.1.2/0463
700609004,Sabax Piperacillin 2G/20Ml,S4,powder,1.0,R 76.56,R 38.37,Generic,30/20.1.2/0463
700611005,Sabax Piperacillin 4G/50Ml,S4,powder,1.0,R 503.25,R 158.50,Generic,30/20.1.2/0464
701386002,Sabax Plasmalyte B (1000Ml),S3,infusion,1000.0,R 72.59,R 37.00,Generic,E875 (ACT 101/1965)
701386003,Sabax plasmalyte b 1000ml afb3716,S3,solution,1000.0,R 77.82,R 38.81,Generic,E875 (ACT 101/1965)
701386004,Sabax Plasmalyte B (1000Ml),S3,infusion,1000.0,R 525.36,R 161.75,Generic,E875 (ACT 101/1965)
701395003,Sabax Ringer-Lactate 2000Ml,S3,infusion,2000.0,R 98.63,R 46.01,Generic,D/24/208
701395004,Sabax ringer-lactate 2000ml afb2326,S3,solution,2000.0,R 109.60,R 49.80,Generic,D/24/208
701395005,Sabax Ringer-Lactate (2000Ml),S3,infusion,2000.0,R 418.83,R 140.43,Generic,D/24/208
703272001,Sabax cefoxitin powder for injection,S4,injection,1.0,R 76.52,R 38.36,Generic,36/20.1.1/0325
703272002,Adco-Cefoxitin 1G ,S4,injection,10.0,R 420.00,R 140.75,Generic,36/20.1.1/0325
703368001,Sabax Cefazolin 1G Injection,S4,powder,1.0,R 39.97,R 25.71,Generic,36/20.1.1/0260
703437001,Sabax ringer-lactate 500ml,S3,solution,500.0,R 50.00,R 29.18,Generic,D/24/208
703437002,Sabax Ringer-Lactate (500Ml),S3,infusion,500.0,R 508.79,R 159.31,Generic,D/24/208
703463003,Adco ceftriaxone powder f/injecton,S4,injection,1.0,R 58.37,R 32.08,Generic,37/20.1.1/0042
703463004,Adco ceftriaxone powder f/injecton,S4,injection,10.0,R 397.87,R 134.66,Generic,37/20.1.1/0042
703466006,Adco-ceftriaxone powder for injection,S4,injection,1.0,R 108.20,R 49.32,Generic,37/20.1.1/0044
703466007,Adco-ceftriaxone powder for injection,S4,injection,5.0,R 440.89,R 146.50,Generic,37/20.1.1/0044
703469003,Adco-nebrafen 4ml,S3,vial,60.0,R 694.88,R 186.69,Generic,35/10.2.1/0004
703474002,Adco-ceftriaxone powder for injection,S4,injection,1.0,R 46.47,R 27.96,Generic,37/20.1.1/0043
703474003,Adco-ceftriaxone powder for injection,S4,injection,10.0,R 290.22,R 105.05,Generic,37/20.1.1/0043
703794001,Sabax dianeal peritoneal dialysis sol w/,S3,infusion,2500.0,R 179.01,R 73.82,Generic,S/34/106
703794002,Sabax dianeal peritoneal dialysis sol w/,S3,infusion,2500.0,R 592.44,R 171.62,Generic,S/34/106
703795001,Sabax dianeal normal calcium w/4.25% glu,S3,infusion,2500.0,R 178.65,R 73.69,Generic,29/34/0327
703797001,Sabax dianeal normal calcium w/2.5% gluc,S3,infusion,2500.0,R 174.07,R 72.11,Generic,29/34/0326
703797002,Sabax dianeal normal calcium w/2.5% gluc,S3,infusion,2500.0,R 576.96,R 169.34,Generic,29/34/0326
703798001,Sabax dianeal peritoneal dialysis sol w/,S3,infusion,2500.0,R 192.06,R 78.33,Generic,L614 (ACT 101 / 1965)
703798002,Sabax dianeal peritoneal dialysis sol w/,S3,infusion,2500.0,R 632.41,R 177.50,Generic,L614 (ACT 101 / 1965)
703801001,Sabax dianeal normal calcium w/1.5% gluc,S3,infusion,2500.0,R 178.64,R 73.69,Generic,29/34/0325
703801002,Sabax dianeal normal calcium w/1.5% gluc,S3,infusion,2500.0,R 591.52,R 171.48,Generic,29/34/0325
704635001,Sabax cefuroxime,S4,injection,1.0,R 57.60,R 31.81,Generic,36/20.1.1/0297
704635002,Sabax cefuroxime,S4,injection,10.0,R 390.99,R 132.77,Generic,36/20.1.1/0297
704637001,Sabax cefuroxime (20ml),S4,injection,1.0,R 103.38,R 47.65,Generic,36/20.1.1/0298
704637002,Sabax cefuroxime (20ml),S4,injection,10.0,R 753.26,R 195.28,Generic,36/20.1.1/0298
704835001,Sabax cefuroxime 250mg,S4,injection,1.0,R 49.35,R 28.96,Generic,36/20.1.1/0296
704835002,Sabax cefuroxime 250mg,S4,injection,10.0,R 316.35,R 112.24,Generic,36/20.1.1/0296
705035001,Sabax Dianeal 2.5,S3,solution,5000.0,R 194.94,R 79.33,Generic,S/34/106
705035002,Sabax dianeal peritoneal dialysis 2.5% g,S3,infusion,5000.0,R 194.94,R 79.33,Generic,S/34/106
705036001,Sabax  Dianeal 1.5 (5L In 5L),S3,solution,5000.0,R 194.94,R 79.33,Generic,L614 (ACT 101 /1965) 
705036002,Sabax dianeal peritoneal dialysis sol 1.,S3,infusion,5000.0,R 194.94,R 79.33,Generic,L614 (ACT 101 /1965) 
705036003,Sabax  Dianeal 1.5 (5L In 5L),S3,solution,5000.0,R 353.98,R 122.59,Generic,L614 (ACT 101 /1965) 
705037001,Sabax plasma vet 3000ml,S3,infusion,3000.0,R 166.42,R 69.46,Generic,85/23.4/3
705037002,Sabax plasma vet 3000ml,S3,infusion,3000.0,R 166.42,R 69.46,Generic,85/23.4/3
705041001,Sabatane 0.05% 500Ml,S1,solution,500.0,R 38.03,R 25.04,Generic,M/34/290
705042002,Extraneal 2L twinbag system 2,S3,infusion,2000.0,R 519.61,R 160.90,Generic,38/34/0172
705722001,Adco-combineb,S3,vial,2.0,R 710.10,R 188.93,Generic,A39/10.2.1/0373
705924001,Sabax low magnesium acid diasol 1000ml,S3,infusion,1000.0,R 158.39,R 66.68,Generic,A39/34/0163
705927001,Sabax low glucose acid diasol 1000ml,S3,infusion,5000.0,R 196.76,R 79.96,Generic,A39/34/0162
705927002,Sabax Low Glucose Acid Diasol 5000Ml,S3,solution,5000.0,R 334.53,R 117.24,Generic,A39/34/0162
705928001,Sabax low calcium acid diasol 1000ml,S3,infusion,1000.0,R 176.94,R 73.10,Generic,A39/34/0400
705928002,Sabax Low Calcium Acid Diasol (1000Ml),S3,solution,1000.0,R 321.01,R 113.52,Generic,A39/34/0400
705929001,Sabax liquid bicarbonate concentrate,S3,infusion,5000.0,R 196.76,R 79.96,Generic,A39/34/0164
705929002,Sabax Liq Bicarb Concentrate 8.4%,S3,solution,5000.0,R 334.53,R 117.24,Generic,A39/34/0164
705931001,Sabax standard acute acid diasol,S3,infusion,5000.0,R 182.05,R 74.87,Generic,A39/34/0168
705933001,Sabax standard chronic acid diasol 1000m,S1,infusion,5000.0,R 176.85,R 73.07,Generic,A39/34/0165
705933002,Sabax Standard Chronic Acid Diasol (1000Ml),S3,solution,1000.0,R 301.38,R 108.12,Generic,A39/34/0165
705935001,Sabax high potassium acid diasol 1000ml,S3,infusion,5000.0,R 202.12,R 80.81,Generic,A39/34/0169
705935002,Sabax High Potasium Acid Diasol 5000Ml,S3,solution,5000.0,R 369.15,R 126.76,Generic,A39/34/0169
706189001,Physioneal 40 glucose 2000ml,S3,infusion,2000.0,R 275.08,R 100.88,Generic,37/34/0586
706198001,Physioneal 40 Glucose 2.27% W/V/22.7 Mg?Ml,S3,solution,2000.0,R 269.57,R 99.37,Generic,37/34/0585
706199001,Physioneal 40 glucose 2000ml,S3,infusion,2000.0,R 944.46,R 223.41,Generic,37/34/0584
706199002,"Physioneal 40 Glucose 1.36% W/V/13,6 Mg/Ml",S3,solution,2000.0,R 266.05,R 98.40,Generic,37/34/0584
706476001,Sabax dianeal normal calcium with 4.25%,S3,infusion,2500.0,R 180.79,R 74.43,Generic,X/34/164
706476002,Sabax dianeal normal calcium with 4.25%,S3,infusion,2500.0,R 597.97,R 172.43,Generic,X/34/164
706480001,Nutrineal PD4 with 1.1% amino acids 2.5L,S3,infusion,2500.0,R 436.09,R 145.18,Generic,37/34/0243
706480002,Nutrineal Pd4 W/1.1% Amin Acid (2.5L),S3,solution,2500.0,R 1730.55,R 309.81,Generic,37/34/0243
707037001,Cernevit,S1,infusion,5.0,R 2428.09,R 347.73,Generic,36/22.1/0508
707037002,Cernevit,S1,infusion,5.0,R 321.77,R 113.73,Generic,36/22.1/0508
707038001,Extraneal 2L,S3,solution,1.0,R 496.63,R 157.52,Generic,38/34/0172
707038002,Extraneal 2L single bag,S3,infusion,2000.0,R 519.61,R 160.90,Generic,38/34/0172
707040001,Oliclinomel N4-550 E,S3,infusion,2500.0,R 2582.44,R 356.13,Generic,37/25.2/0501
707040002,Oliclinomel N4-550E 2500ml 3bfoh1r79sa,S3,infusion,2500.0,R 3260.46,R 392.99,Generic,37/25.2/0501
707125001,Oliclinomel N6 900E 2000ml 3blog1r79sa,S3,infusion,2000.0,R 8789.60,R 693.63,Generic,37/25.2/0503
707125002,Oliclinomel N6 900E 2000ml 3blog1r79sa,S3,infusion,2000.0,R 2387.69,R 345.54,Generic,37/25.2/0503
707126001,Oliclinomel N7-1000 E,S3,infusion,2000.0,R 2465.55,R 349.77,Generic,37/25.2/0504
707126002,Oliclinomel N7 1000E 2000ml 3bgog1r79sa,S3,infusion,2000.0,R 2630.67,R 358.75,Generic,37/25.2/0504
707699001,Sabax-ciprofloxacin 50ml,S4,infusion,50.0,R 70.94,R 36.43,Generic,A39/20.1.1/0646
707699002,Sabax Ciprofloxacin 2Mg/Ml   (50Ml)   ,S4,infusion,50.0,R 525.21,R 161.73,Generic,A39/20.1.1/0646
707700001,Sabax-ciprofloxacin 100ml,S4,infusion,100.0,R 123.64,R 54.66,Generic,A39/20.1.1/0646
707700002,Sabax Ciprofloxacin 2Mg/Ml     (100Ml),S4,infusion,100.0,R 951.63,R 224.46,Generic,A39/20.1.1/0646
707701001,Sabax-ciprofloxacin 200ml,S4,infusion,200.0,R 225.09,R 87.13,Generic,A39/20.1.1/0646
707701002,Sabax Ciprofloxacin 2Mg/Ml   (200Ml),S4,infusion,200.0,R 235.38,R 89.96,Generic,A39/20.1.1/0646
708770001,Adco metronidazole 100ml,S4,infusion,100.0,R 44.82,R 27.39,Generic,27/20.2.6/0562
708770002,Adco metronidazole 100ml,S4,infusion,100.0,R 1121.97,R 249.52,Generic,27/20.2.6/0562
710449001,Sabax dianeal normal calcium with 1.5 %,S3,infusion,5000.0,R 228.21,R 87.99,Generic,29/34/0325
710449002,Sabax Dianeal Normal Calcium With 1.5% Glucose,S3,Dia,5000.0,R 395.05,R 133.89,Generic,29/34/0325
710451001,Sabax dianeal normal calcium with 2.5% g,S3,infusion,1.0,R 217.60,R 85.07,Generic,29/34/0326
710451002,Sabax Dianeal Normal Calcium 2.5% Glucose 5L,S3,Dia,2.0,R 375.31,R 128.46,Generic,29/34/0326
711033001,Sabax morphine sulphate ampoule 1ml,S6,injection,1.0,R 121.00,R 53.75,Generic,B1242
711034001,Sabax morphine sulphate ampoule 1ml,S6,injection,1.0,R 131.94,R 57.53,Generic,B1243
711080001,Fosrenol 500Mg,S4,tablet,90.0,R 2375.88,R 344.90,Generic,41/18/0300
711081001,Fosrenol 750Mg,S4,tablet,90.0,R 3458.04,R 403.74,Generic,41/18/0301
711380001,Adco-midazolam ampoule 5ml,S5,injection,5.0,R 254.20,R 95.14,Generic,A40/2.2/0569
711382001,Adco-midazolam ampoule 3ml,S5,injection,3.0,R 536.88,R 163.44,Generic,A40/2.2/0570
711383001,Adco-midazolam ampoule 10ml,S5,injection,10.0,R 1544.47,R 299.69,Generic,A40/2.2/0571
711746001,Physioneal 40 glucose 1000ml,S3,infusion,2000.0,R 266.05,R 98.40,Generic,37/34/0584
711746002,"Physioneal 40 Glucose 1.36% W/V 13,6Mg/Ml",S3,solution,2000.0,R 944.46,R 223.41,Generic,37/34/0584
711776001,Adcorone ampoule 3ml,S4,injection,3.0,R 879.58,R 213.86,Generic,A39/6.2/0321
711847001,Sabax Pethidine Hydrochloride 50Mg,S6,injection,1.0,R 90.94,R 43.35,Generic,B/2.9/1251
711852001,Sabax Pethidine Hydrochloride 100Mg,S6,injection,2.0,R 33.80,R 23.58,Generic,B/2.9/1634
711904001,Sabax ondansetron ampoule 2ml,S4,injection,10.0,R 472.70,R 154.00,Generic,A40/5.10/0572
711905001,Sabax ondansetron ampoule 4ml,S4,injection,10.0,R 846.37,R 208.98,Generic,A40/5.10/0573
712605001,Sabax Pour Saline 0.9% 1000Ml,S1,solution,1000.0,R 44.99,R 27.45,Generic,J/34/396
712605002,Sabax pour saline sterile 1000ml,S1,solution,1000.0,R 276.97,R 101.40,Generic,J/34/396
712606001,Sabax Pour Water,S1,solution,1000.0,R 41.95,R 26.40,Generic,J/34/395
712891001,Adco-granisetron ampoule 1ml,S4,injection,1.0,R 394.49,R 133.73,Generic,41/5.7.2/1079
712892001,Adco-granisetron ampoule 3ml,S4,injection,3.0,R 1015.38,R 233.84,Generic,41/5.7.2/1080
713289001,Oliclinomel N8 800,S3,infusion,2000.0,R 2536.41,R 353.62,Generic,A39/25.2/0275
713289002,Oliclinomel N8 800,S3,infusion,2000.0,R 9448.02,R 729.43,Generic,A39/25.2/0275
713654001,Vitahes 500ml,S3,infusion,500.0,R 443.18,R 147.13,Generic,41/8.4/0602
713654002,Vitahes 500ml,S3,infusion,500.0,R 399.83,R 135.20,Generic,41/8.4/0602
713655001,Vitafusal (500Ml),S3,infusion,500.0,R 2494.76,R 351.36,Generic,41/8.4/0603
713655002,Vitafusal 500ml,S3,infusion,500.0,R 434.78,R 144.82,Generic,41/8.4/0603
719307007,Glucose 5% 200ml afb0068,S3,infusion,1.0,R 56.46,R 31.42,Generic,D/24/109
719315018,Glucose 5% 1000ml afb0064,S3,infusion,1000.0,R 61.72,R 33.24,Generic,D/24/109
719315019,Glucose 5% 1000ml afb0064,S3,infusion,1000.0,R 499.76,R 157.98,Generic,D/24/109
719323002,Glucose 10% 1000ml afb0164,S3,infusion,1000.0,R 80.71,R 39.81,Generic,D/24/110
719323003,Glucose 10% 1000ml afb0164,S3,infusion,1000.0,R 675.15,R 183.79,Generic,D/24/110
721378001,Adco-meropenem vial 20ml,S4,injection,10.0,R 137.65,R 59.51,Generic,44/20.1.1/0206
721380001,Adco-meropenem vial 20ml,S4,injection,20.0,R 250.35,R 94.08,Generic,44/20.1.1/0303
727202006,Adco fosenema 150ml,S3,Ene,150.0,R 50.97,R 29.52,Generic,F/11.5/54
740292005,Macaine 10ml,S4,injection,10.0,R 912.75,R 218.74,Generic,J/4/113
747866007,Sodium chloride 0.9% (200ml),S3,infusion,200.0,R 37.68,R 24.92,Generic,D/24/106
747866007,Sodium chloride 0.9% (200ml),S3,infusion,200.0,R 37.68,R 24.92,Generic,D/24/106
747866008,"Sabax Sodium Chloride 0,9% (200Ml)",S3,infusion,200.0,R 637.58,R 178.26,Generic,D/24/106
747874018,Sod chlor 0.9% 1000ml afb1324,S3,infusion,1000.0,R 46.14,R 27.85,Generic,D/24/106
747874019,Sod chlor 0.9% 1000ml afb1324,S3,infusion,1000.0,R 337.76,R 118.13,Generic,D/24/106
750662018,One alpha,S4,capsule,30.0,R 1110.57,R 247.85,Generic,M/22.1.4/261
760811008,Ringer-lactate 200ml afb2328,S3,infusion,200.0,R 47.13,R 28.19,Generic,D/24/208
760811009,Ringer-lactate 200ml afb2328,S3,infusion,200.0,R 899.12,R 216.74,Generic,D/24/208
760838003,Ringer-lactate 1000ml afb2324,S3,infusion,1000.0,R 49.25,R 28.92,Generic,D/24/208
760838004,Sabax Ringer-Lactate (1000Ml),S3,infusion,1000.0,R 371.53,R 127.42,Generic,D/24/208
778419002,Water for inj 10ml sw133b,S1,injection,10.0,R 253.43,R 94.93,Generic,H/34/4
778494055,Water for inj 20ml sw144b,S1,injection,20.0,R 122.00,R 54.09,Generic,H/34/4
778540006,Water for inj 200ml tfa0308,S3,infusion,1.0,R 107.63,R 49.12,Generic,F584 (ACT 101/1965)
778540007,Water for inj 200ml tfa0308,S3,infusion,200.0,R 970.86,R 227.29,Generic,F584 (ACT 101/1965)
778559009,Water for inj 1000ml tfa0304,S3,infusion,1.0,R 128.49,R 56.34,Generic,F584 (ACT 101/1965)
778559010,Water for inj 1000ml tfa0304,S3,infusion,6.0,R 606.23,R 173.65,Generic,F584(ACT 101/1965)
798428007,Atropine amp 1ml,S4,injection,10.0,R 64.82,R 34.31,Generic,V/5.4/64
798436018,Atropine sulph amp 1ml,S2,injection,1.0,R 80.72,R 39.81,Generic,V/5.4/65
801240018,Anticoagulant cit gluc 75mlin500 afb7898,S1,infusion,500.0,R 174.17,R 72.14,Generic,D/8.2.262
801240019,Fenwal Acd Solution Usp Formula A (500 Ml),S1,solution,500.0,R 2037.80,R 326.51,Generic,D/8.2.262
801305004,Dianeal 1.5% glucose 1000ml afb5161,S3,infusion,500.0,R 148.06,R 63.11,Generic,L614 (ACT 101/1965)
801305005,Dianeal 1.5% glucose 1000ml afb5161,S3,infusion,500.0,R 1320.83,R 278.78,Generic,L614 (ACT 101/1965)
801313007,Dianeal 1.5% glucose 2000ml afb5164,S3,infusion,2000.0,R 163.76,R 68.54,Generic,L614 (ACT 101/1965)
801313008,Dianeal 1.5% glucose 2000ml afb5164,S3,infusion,2000.0,R 769.08,R 197.61,Generic,L614 (ACT 101/1965)
801321018,Dianeal 1.5% glucose 3000ml afb5167,S3,infusion,3000.0,R 168.27,R 70.10,Generic,L614 (ACT 101/1965)
801321019,Dianeal 1.5% glucose 3000ml afb5167,S3,infusion,3000.0,R 674.43,R 183.68,Generic,L614 (ACT 101/1965)
801348005,Darrows 1/2 5% dext 1000ml afb3066,S3,infusion,1000.0,R 61.01,R 32.99,Generic,F/24/178
801348006,Darrows 1/2 5% dext 1000ml afb3066,S3,infusion,1000.0,R 493.63,R 157.08,Generic,F/24/178
801364019,Darrows 1/2 5% dext 500ml afb3067,S3,infusion,500.0,R 59.28,R 32.39,Generic,F/24/178
801364020,Darrows 1/2 5% dext 500ml afb3067,S3,infusion,500.0,R 666.68,R 182.54,Generic,F/24/178
801372003,Darrows 1/2 5% dext 200ml afb3743,S3,infusion,200.0,R 55.89,R 31.22,Generic,F/24/178
801372004,Sabax Half-Strength Darrow'S With Glucose 5% (200Ml),S3,infusion,1000.0,R 1140.58,R 252.26,Generic,F/24/178
801496004,Dianeal 4.25% glucose 2000ml afb5277,S3,infusion,1000.0,R 177.78,R 73.39,Generic,X/34/164
801496005,Dianeal 4.25% glucose 2000ml afb5277,S3,infusion,1000.0,R 834.13,R 207.18,Generic,X/34/164
801518008,Dianeal 4.25% glucose 3000ml afb5278,S3,infusion,2000.0,R 168.27,R 70.10,Generic,X/34/164
801518009,Dianeal 4.25% glucose 3000ml afb5278,S3,infusion,2000.0,R 674.43,R 183.68,Generic,X/34/164
801526019,Diasol formula 2 (acute standard) 5l afm,S3,infusion,5000.0,R 354.23,R 122.66,Generic,L618 (ACT 101 / 1965)
801534003,Diasol formula 3 (high potassium) 5l afm,S3,infusion,5000.0,R 252.23,R 94.60,Generic,L618 (ACT 101 / 1965)
801534004,Sabax Diasol Formula 3  5Lt,S3,solution,5000.0,R 440.18,R 146.30,Generic,L619 (ACT 101 / 1965)
801542006,Diasol formula 16 (low magnesium) 5l afm,S1,infusion,5000.0,R 207.24,R 82.22,Generic,L631 (ACT 101 / 1965)
801542007,Sabax Diasol Formula 16,S1,solution,5000.0,R 355.56,R 123.02,Generic,L631 (ACT 101 / 1965)
801550009,Diasol formula 17 (chronic standard) 5l,S3,infusion,5000.0,R 223.62,R 86.73,Generic,L639 (ACT 101 / 1965)
801550010,Sabax Diasol Formula 17  (5Lt),S3,Dia,2.0,R 386.42,R 131.51,Generic,L639 (ACT 101 / 1965)
801569028,Diasol formula 28 (low glucose) 5l afm10,S1,infusion,5000.0,R 207.81,R 82.38,Generic,T/34/16
801569029,Diasol formula 28 (low glucose) 5l afm10,S1,infusion,5000.0,R 381.31,R 130.11,Generic,T/34/16
801593018,Sabax Elect No.2 W/Gluc 10% 1L,S3,infusion,1000.0,R 88.93,R 42.65,Generic,E872 (ACT 101/1965)
801593019,Sabax Elect No.2 W/Gluc 10% (1L),S3,infusion,1000.0,R 749.66,R 194.75,Generic,E872 (ACT 101/1965)
801623006,Furosemide 10mg/ml 2ml sf111,S3,injection,10.0,R 65.57,R 34.57,Generic,X/18.1/58
801704006,Rehydration soln 5% gluc 1000ml afb1074,S3,infusion,1000.0,R 80.13,R 39.61,Generic,G/24/213
801704007,Rehydration soln 5% gluc 1000ml afb1074,S3,infusion,1000.0,R 668.56,R 182.82,Generic,G/24/213
801720028,Glucose 2.5% sod chl 0.45% 1000ml afb102,S3,infusion,1000.0,R 72.56,R 36.99,Generic,E/24/110
801720029,Glucose 2.5% sod chl 0.45% 1000ml afb102,S3,infusion,1000.0,R 599.57,R 172.67,Generic,E/24/110
801844002,Hidroliet 5% gluc 1000ml tfa2764,S3,infusion,1000.0,R 174.59,R 72.29,Generic,E/24/115
801844003,Hidroliet 5% gluc 1000ml tfa2764,S3,infusion,1000.0,R 818.82,R 204.92,Generic,E/24/115
801895006,Maintelyte 5% 1000ml afb3731,S3,infusion,1000.0,R 75.32,R 37.94,Generic,W/24/222
801895007,Maintelyte 5% 1000ml afb3731,S3,infusion,1000.0,R 624.81,R 176.38,Generic,W/24/222
801917018,Maintelyte 10% 1000m afb2774,S3,infusion,1000.0,R 76.70,R 38.42,Generic,F/24/271
801917019,Maintelyte 10% 1000m afb2774,S3,infusion,1000.0,R 638.38,R 178.38,Generic,F/24/271
801925002,Maintenance/5% gluc paed 200ml afb3729,S3,infusion,200.0,R 70.22,R 36.18,Generic,V/24/314
801925003,Maintenance/5% gluc paed 200ml afb3729,S3,infusion,200.0,R 1524.33,R 298.59,Generic,V/24/314
801933005,Maintenance/5% gluc paed 500ml afb3730,S3,infusion,500.0,R 76.26,R 38.27,Generic,V/24/314
801933006,Maintenance/5% gluc paed 500ml afb3730,S3,infusion,500.0,R 900.97,R 217.01,Generic,V/24/314
801941008,Maintenance soln 5% gluc 1000mlafb2734,S3,infusion,1000.0,R 77.31,R 38.63,Generic,G/24/211
801941009,Maintenance soln 5% gluc 1000mlafb2734,S3,infusion,1000.0,R 643.29,R 179.10,Generic,G/24/211
801968003,Sabax neonatalyte 10% gluc 200ml afb2718,S3,infusion,200.0,R 61.65,R 33.21,Generic,N/24/83
801968004,Sabax neonatalyte 10% gluc 200ml afb2718,S3,infusion,200.0,R 1301.17,R 275.89,Generic,N/24/83
801976014,Sodium chloride 0.9% amp 5ml ss122b,S1,injection,5.0,R 676.73,R 184.02,Generic,V/24/3
801976022,Sodium chloride 0.9% amp 5ml ss122b,S1,injection,5.0,R 25.59,R 20.74,Generic,V/24/3
801984017,Sod chlor 0.9% amp 10ml ss133b,S1,injection,10.0,R 518.89,R 160.80,Generic,V/24/4
802018009,Osmitrol 20% 500ml afd5633,S3,infusion,500.0,R 180.66,R 74.39,Generic,F594 (ACT 101/1965)
802018010,Osmitrol 20% 500ml afd5633,S3,infusion,500.0,R 2251.20,R 338.12,Generic,D/18.1/211
802026028,Plasmalyte b 200ml tfa3742,S3,infusion,200.0,R 107.92,R 49.22,Generic,E875 (ACT 101/1965)
802026029,Plasmalyte b 200ml tfa3742,S3,infusion,12.0,R 879.71,R 213.88,Generic,E875(ACT 101/1965)
802034004,Plasmalyte b 1000ml tfa3716,S3,infusion,1000.0,R 114.73,R 51.58,Generic,E875 (ACT 101/1965)
802034005,Plasmalyte b 1000ml tfa3716,S3,infusion,6.0,R 518.96,R 160.81,Generic,E875(ACT 101/1965)
802042007,Plasmalyte l 5% glucose 1000ml,S3,infusion,1000.0,R 71.67,R 36.68,Generic,K/24/252
802042008,Plasmalyte l 5% glucose 1000ml,S3,infusion,1000.0,R 591.59,R 171.49,Generic,K/24/252
802050018,Plasmalyte l 1000ml afb3704,S3,infusion,1000.0,R 71.67,R 36.68,Generic,K/24/225
802050019,Plasmalyte l 1000ml afb3704,S3,infusion,1000.0,R 591.59,R 171.49,Generic,K/24/225
802115004,Replacement soln 5% gluc 1000ml afb2744,S3,infusion,1000.0,R 95.89,R 45.06,Generic,G/24/212
802115005,Replacement soln 5% gluc 1000ml afb2744,S3,infusion,1000.0,R 815.17,R 204.39,Generic,G/24/212
802123007,Ringer-lactate 3000ml afb2327,S3,infusion,3000.0,R 187.19,R 76.65,Generic,D/24/208
802123008,Ringer-lactate 3000ml afb2327,S3,infusion,3000.0,R 618.54,R 175.46,Generic,D/24/208
802131018,Ringer-lactate 5% glucose 1000ml afb2074,S3,infusion,1000.0,R 99.50,R 46.31,Generic,M/24/229
802131019,Ringer-lactate 5% glucose 1000ml afb2074,S3,infusion,1000.0,R 847.49,R 209.14,Generic,M/24/229
802166008,Sod chlor 0.45% 1000ml afb1314,S3,infusion,1000.0,R 68.29,R 35.51,Generic,E/24/147
802166009,Sod chlor 0.45% 1000ml afb1314,S3,infusion,1000.0,R 560.55,R 166.93,Generic,E/24/147
