Number,Chapter_No,Chapter_Desc,Group_Code,Group_Desc,ICD10_3_Code,ICD10_3_Code_Desc,ICD10_Code,WHO_Full_Desc,Valid_ICD10_ClinicalUse,Valid_ICD10_Primary,Valid_ICD10_Asterisk,Valid_ICD10_Dagger,Valid_ICD10_Sequelae,Age_Range,Gender,Status,WHO_Start_date,WHO_End_date,WHO_Revision_History,SA_Start_Date,SA_End_Date,SA_Revision_History,Comment,,,,,,,,,,,,
87,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically ",A16.4,"Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
88,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically ",A16.5,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
89,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically ",A16.7,Primary respiratory tuberculosis without mention of bacteriological or histological confirmation,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
90,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically ",A16.8,"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
91,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically ",A16.9,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
92,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A17,Tuberculosis of nervous system,A17,Tuberculosis of nervous system,N,N,N,Y,N,,,,,,,,,,,,,,,,,,,,,,
93,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A17,Tuberculosis of nervous system,A17.0,Tuberculous meningitis (G01*),Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,
94,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A17,Tuberculosis of nervous system,A17.1,Meningeal tuberculoma (G07*),Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,
95,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A17,Tuberculosis of nervous system,A17.8,Other tuberculosis of nervous system,Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,
96,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A17,Tuberculosis of nervous system,A17.9,"Tuberculosis of nervous system, unspecified (G99.8*)",Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,
97,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18,Tuberculosis of other organs,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
98,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18.0,Tuberculosis of bones and joints,Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,
99,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18.1,Tuberculosis of genitourinary system,Y,Y,N,N,N,,,M,2003-01-01 00:00:00,,M,,,Delete dagger,Existing code and description - no change,,,,,,,,,,,,
100,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18.2,Tuberculous peripheral lymphadenopathy,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
101,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
102,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18.4,Tuberculosis of skin and subcutaneous tissue,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
103,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18.5,Tuberculosis of eye,Y,Y,N,N,N,,,M,2003-01-01 00:00:00,,M,,,Delete dagger,Existing code and description - no change,,,,,,,,,,,,
104,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18.6,Tuberculosis of ear,Y,Y,N,N,N,,,M,2003-01-01 00:00:00,,M,,,Delete dagger,Existing code and description - no change,,,,,,,,,,,,
105,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18.7,Tuberculosis of adrenal glands (E35.1*),Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,
106,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A18,Tuberculosis of other organs,A18.8,Tuberculosis of other specified organs,Y,Y,N,N,N,,,M,2003-01-01 00:00:00,,M,,,Delete dagger,Existing code and description - no change,,,,,,,,,,,,
107,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A19,Miliary tuberculosis,A19,Miliary tuberculosis,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
108,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A19,Miliary tuberculosis,A19.0,Acute miliary tuberculosis of a single specified site,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
109,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A19,Miliary tuberculosis,A19.1,Acute miliary tuberculosis of multiple sites,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
110,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A19,Miliary tuberculosis,A19.2,"Acute miliary tuberculosis, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
111,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A19,Miliary tuberculosis,A19.8,Other miliary tuberculosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
112,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),002 (A15-A19),Tuberculosis,A19,Miliary tuberculosis,A19.9,"Miliary tuberculosis, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
113,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A20,Plague,A20,Plague,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
114,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A20,Plague,A20.0,Bubonic plague,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
115,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A20,Plague,A20.1,Cellulocutaneous plague,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
116,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A20,Plague,A20.2,Pneumonic plague,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
117,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A20,Plague,A20.3,Plague meningitis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
118,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A20,Plague,A20.7,Septicaemic plague,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
119,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A20,Plague,A20.8,Other forms of plague,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
120,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A20,Plague,A20.9,"Plague, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
121,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A21,Tularaemia,A21,Tularaemia,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
122,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A21,Tularaemia,A21.0,Ulceroglandular tularaemia,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
123,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A21,Tularaemia,A21.1,Oculoglandular tularaemia,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
124,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A21,Tularaemia,A21.2,Pulmonary tularaemia,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
125,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A21,Tularaemia,A21.3,Gastrointestinal tularaemia,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
126,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A21,Tularaemia,A21.7,Generalized tularaemia,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
127,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A21,Tularaemia,A21.8,Other forms of tularaemia,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
128,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A21,Tularaemia,A21.9,"Tularaemia, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
129,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A22,Anthrax,A22,Anthrax,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
130,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A22,Anthrax,A22.0,Cutaneous anthrax,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
131,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A22,Anthrax,A22.1,Pulmonary anthrax,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
132,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A22,Anthrax,A22.2,Gastrointestinal anthrax,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
133,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A22,Anthrax,A22.7,Anthrax sepsis,Y,Y,N,N,N,,,M,2010-01-01 00:00:00,,M,2013-06-01 00:00:00,,Modify title,"Existing code - amend description, replace ""septicaemia"" with ""sepsis"" in the WHO_Full_Desc as per the WHO corrigenda",,,,,,,,,,,,
134,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A22,Anthrax,A22.8,Other forms of anthrax,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
135,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A22,Anthrax,A22.9,"Anthrax, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
136,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A23,Brucellosis,A23,Brucellosis,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
137,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A23,Brucellosis,A23.0,Brucellosis due to Brucella melitensis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
138,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A23,Brucellosis,A23.1,Brucellosis due to Brucella abortus,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
139,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A23,Brucellosis,A23.2,Brucellosis due to Brucella suis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
140,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A23,Brucellosis,A23.3,Brucellosis due to Brucella canis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
141,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A23,Brucellosis,A23.8,Other brucellosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
142,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A23,Brucellosis,A23.9,"Brucellosis, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
143,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,A24,Glanders and melioidosis,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
144,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,A24.0,Glanders,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
145,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,A24.1,Acute and fulminating melioidosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
146,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,A24.2,Subacute and chronic melioidosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
147,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,A24.3,Other melioidosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
148,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,A24.4,"Melioidosis, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
149,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A25,Rat-bite fevers,A25,Rat-bite fevers,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
150,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A25,Rat-bite fevers,A25.0,Spirillosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
151,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A25,Rat-bite fevers,A25.1,Streptobacillosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
152,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A25,Rat-bite fevers,A25.9,"Rat-bite fever, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
153,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A26,Erysipeloid,A26,Erysipeloid,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
154,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A26,Erysipeloid,A26.0,Cutaneous erysipeloid,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
155,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A26,Erysipeloid,A26.7,Erysipelothrix septicaemia,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
156,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A26,Erysipeloid,A26.8,Other forms of erysipeloid,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
157,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A26,Erysipeloid,A26.9,"Erysipeloid, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
158,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A27,Leptospirosis,A27,Leptospirosis,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
159,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A27,Leptospirosis,A27.0,Leptospirosis icterohaemorrhagica,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
160,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A27,Leptospirosis,A27.8,Other forms of leptospirosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
161,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A27,Leptospirosis,A27.9,"Leptospirosis, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
162,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A28,"Other zoonotic bacterial diseases, not elsewhere classified",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
163,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A28.0,Pasteurellosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
164,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A28.1,Cat-scratch disease,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
165,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A28.2,Extraintestinal yersiniosis,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
166,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
167,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),003 (A20-A28),Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A28.9,"Zoonotic bacterial disease, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
168,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A30,Leprosy [Hansen's disease],A30,Leprosy [Hansen's disease],N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
169,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A30,Leprosy [Hansen's disease],A30.0,Indeterminate leprosy,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
170,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A30,Leprosy [Hansen's disease],A30.1,Tuberculoid leprosy,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
171,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A30,Leprosy [Hansen's disease],A30.2,Borderline tuberculoid leprosy,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
172,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A30,Leprosy [Hansen's disease],A30.3,Borderline leprosy,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
173,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A30,Leprosy [Hansen's disease],A30.4,Borderline lepromatous leprosy,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
174,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A30,Leprosy [Hansen's disease],A30.5,Lepromatous leprosy,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
175,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A30,Leprosy [Hansen's disease],A30.8,Other forms of leprosy,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
176,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A30,Leprosy [Hansen's disease],A30.9,"Leprosy, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
177,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A31,Infection due to other mycobacteria,A31,Infection due to other mycobacteria,N,N,N,N,N,,,M,,,,2013-06-01 00:00:00,,,"Existing code - amend description, change ""Mycobacteria"" to lower case  in the WHO_Full_Desc as per the WHO ",,,,,,,,,,,,
178,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A31,Infection due to other mycobacteria,A31.0,Pulmonary mycobacterial infection,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
179,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A31,Infection due to other mycobacteria,A31.1,Cutaneous mycobacterial infection,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
180,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A31,Infection due to other mycobacteria,A31.8,Other mycobacterial infections,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
181,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A31,Infection due to other mycobacteria,A31.9,"Mycobacterial infection, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
182,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A32,Listeriosis,A32,Listeriosis,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
183,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A32,Listeriosis,A32.0,Cutaneous listeriosis,Y,Y,N,N,N,,,M,,,,2013-06-01 00:00:00,,,"Existing code - amend description, change ""Listeriosis"" to lower case in the WHO_Full_Desc as per the WHO ",,,,,,,,,,,,
184,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A32,Listeriosis,A32.1,Listerial meningitis and meningoencephalitis,Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,
185,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A32,Listeriosis,A32.7,Listerial septicaemia,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
186,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A32,Listeriosis,A32.8,Other forms of listeriosis,Y,Y,N,N,N,,,M,,,,2013-06-01 00:00:00,,,"Existing code - amend description, change ""Listeriosis"" to lower case in the WHO_Full_Desc as per the WHO ",,,,,,,,,,,,
187,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A32,Listeriosis,A32.9,"Listeriosis, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
188,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A33,Tetanus neonatorum,A33,Tetanus neonatorum,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
189,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A34,Obstetrical tetanus,A34,Obstetrical tetanus,Y,Y,N,N,N,,F,M,,,,2013-06-01 00:00:00,,,Existing code - Gender info from WHO 2008 edition Volume 2 added,,,,,,,,,,,,
190,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A35,Other tetanus,A35,Other tetanus,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
191,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A36,Diphtheria,A36,Diphtheria,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
192,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A36,Diphtheria,A36.0,Pharyngeal diphtheria,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
193,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A36,Diphtheria,A36.1,Nasopharyngeal diphtheria,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
194,CHAPTER I,Certain infectious and parasitic diseases (A00-B99),004 (A30-A49),Other bacterial diseases,A36,Diphtheria,A36.2,Laryngeal diphtheria,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
